critic,fresh,imdb,publication,quote,review_date,rtid,title
Caryn James,fresh,0109785,New York Times,"Federal Hill is lively and likable, a first film with the kind of swift action, clever dialogue and clear-cut characters that suggest an expert director's touch.",2003-05-20,15795,Federal Hill
Mick LaSalle,fresh,0109785,San Francisco Chronicle,Federal Hill has sincerity on its side and a fair degree of authenticity.,2002-06-18,15795,Federal Hill
Peter Rainer,rotten,0109785,Los Angeles Times,"There is nothing terribly different or exciting about what he shows us; the film is gripping in a conventional, formulaic way.",2001-02-13,15795,Federal Hill
Roger Ebert,fresh,0109785,Chicago Sun-Times,"The movie has a good ear for the way the characters talk, dress, move and live; it's another Italian-American slice-of-life, well acted and directed.",2000-01-01,15795,Federal Hill
James Berardinelli,rotten,0109785,ReelViews,"With the possible exception of utilizing an atypical location (Providence, Rhode Island's Federal Hill as opposed to New York City or Long Island), there is little in this film that hasn't been done before, and better.",2000-01-01,15795,Federal Hill
Hal Hinson,rotten,0109785,Washington Post,"Though Corrente, who wrote, produced and directed this debut feature, displays a sure, confident hand, his style and sensibility aren't singular enough to make this collection of behavioral details feel original.",2000-01-01,15795,Federal Hill
,fresh,0109785,Entertainment Weekly,,1994-06-01,15795,Federal Hill
Lisa Schwarzbaum,rotten,0113409,Entertainment Weekly,,2011-09-07,13576,In the Mouth of Madness
,none,0113409,Variety,,2011-04-04,13576,In the Mouth of Madness
,rotten,0113409,Entertainment Weekly,,2011-04-04,13576,In the Mouth of Madness
Geoff Andrew,none,0113409,Time Out,,2006-02-09,13576,In the Mouth of Madness
Janet Maslin,none,0113409,New York Times,,2003-05-20,13576,In the Mouth of Madness
,none,0113409,Globe and Mail,,2002-04-12,13576,In the Mouth of Madness
Kevin Thomas,fresh,0113409,Los Angeles Times,A thinking person's horror picture that dares to be as cerebral as it is visceral.,2001-02-13,13576,In the Mouth of Madness
Roger Ebert,rotten,0113409,Chicago Sun-Times,One wonders how In the Mouth of Madness might have turned out if the script had contained even a little more wit and ambition.,2000-01-01,13576,In the Mouth of Madness
Desson Thomson,rotten,0113409,Washington Post,"Uninvolving, abysmally scripted horror picture.",2000-01-01,13576,In the Mouth of Madness
Richard Harrington,rotten,0113409,Washington Post,Eventually falls apart because of its erratic plot and gaps in logic.,2000-01-01,13576,In the Mouth of Madness
Mick LaSalle,rotten,0113409,San Francisco Chronicle,"Cheesy horror celebrating the power of cheesy horror, while pretending to be appalled.",2000-01-01,13576,In the Mouth of Madness
John Hartl,fresh,0113409,Film.com,"A stylized collection of well-timed shockers, helped along by the contributions of its capable cast.",2000-01-01,13576,In the Mouth of Madness
James Berardinelli,rotten,0113409,ReelViews,"Confusing, weird, and not very involving.",2000-01-01,13576,In the Mouth of Madness
Owen Gleiberman,rotten,0109021,Entertainment Weekly,,2011-09-07,10524,8 Seconds
Todd McCarthy,none,0109021,Variety,,2009-03-26,10524,8 Seconds
,none,0109021,Time Out,,2006-01-26,10524,8 Seconds
Stephen Holden,none,0109021,New York Times,,2003-05-20,10524,8 Seconds
Richard Harrington,none,0109021,Washington Post,,2000-01-01,10524,8 Seconds
Joe Brown,none,0109021,Washington Post,,2000-01-01,10524,8 Seconds
Roger Ebert,rotten,0109021,Chicago Sun-Times,,2000-01-01,10524,8 Seconds
,rotten,0109021,Entertainment Weekly,,1994-02-25,10524,8 Seconds
Owen Gleiberman,rotten,0109035,Entertainment Weekly,,2011-09-07,13406,Above the Rim
Brian Lowry,rotten,0109035,Variety,A fine cast and the movie's general energy can't overcome that mix of cliches and technical flaws.,2008-03-25,13406,Above the Rim
,fresh,0109035,Time Out,"A formula script, but a mobile camera, pulsing rap soundtrack and a game cast whip up the necessary fizz.",2006-06-24,13406,Above the Rim
Janet Maslin,fresh,0109035,New York Times,"Above the Rim has its formulaic elements, but it has been vigorously directed by Jeff Pollack, who appreciates the lively and unpretentious aspects of the story.",2003-05-20,13406,Above the Rim
Peter Travers,fresh,0109035,Rolling Stone,"It's Shakur who steals the show. The rapper's offscreen legal problems are well known, but there's no denying his power as an actor.",2001-05-12,13406,Above the Rim
Desson Thomson,rotten,0109035,Washington Post,A stultifying cliche of a movie -- even by sports-flick standards -- this basketball allegory doesn't get anywhere near the rim.,2000-01-01,13406,Above the Rim
Roger Ebert,fresh,0109035,Chicago Sun-Times,"The movie lives easily on the streets where it is shot, and the performances -- especially by Martin, Shakur and Pinkins -- are convincing.",2000-01-01,13406,Above the Rim
,rotten,0109035,Entertainment Weekly,,1994-03-23,13406,Above the Rim
Peter Rainer,fresh,0106220,Los Angeles Times,"Uneven as it is, Addams Family Values is considerably more enjoyable than its predecessor. At this rate, if there's a third installment, it'll be a knockout. Or at least a TKO.",2013-04-11,12634,Addams Family Values
Michael Sragow,fresh,0106220,New Yorker,"You've got to respect a comedy that makes light of arson, torture, and murder in these squeamish times.",2013-04-11,12634,Addams Family Values
Jay Boyar,rotten,0106220,Orlando Sentinel,"Somehow, the new production fails to sustain the creepy, kooky, mysterious, spooky and altogether ooky visual sweep that held the first film together.",2013-04-11,12634,Addams Family Values
Michael Wilmington,fresh,0106220,Chicago Tribune,"At its best, it's a valentine of venom, sent with mirth and malice aforethought.",2013-04-11,12634,Addams Family Values
Steven Rea,fresh,0106220,Philadelphia Inquirer,"Even if the sequel doesn't offer the delight of discovery, the trip back to Chateau Addams is more than the dead end it could have been.",2013-04-11,12634,Addams Family Values
Owen Gleiberman,fresh,0106220,Entertainment Weekly,,2011-09-07,12634,Addams Family Values
Richard Schickel,rotten,0106220,TIME Magazine,"Like the first of the Addams chronicles, this is an essentially lazy movie, too often settling for easy gags and special effects that don't come to any really funny point.",2008-11-21,12634,Addams Family Values
Geoff Andrew,fresh,0106220,Time Out,"As sequels go, this is passable...",2007-08-16,12634,Addams Family Values
Leonard Klady,fresh,0106220,Variety,"It remains perilously slim in the story department, but glides over the thin ice with technical razzle-dazzle and an exceptionally winning cast.",2007-05-03,12634,Addams Family Values
Jonathan Rosenbaum,fresh,0106220,Chicago Reader,"The comedy has moved into high gear and become one of the funniest, most mean-spirited satirical assaults on sunny American values since the salad days of W.C. Fields.",2007-05-03,12634,Addams Family Values
,fresh,0106220,Time Out New York,"As sequels go, this is passable: no more coherent than the episodic first instalment, but with enough sick humour to satisfy the mildly depraved.",2006-02-09,12634,Addams Family Values
Janet Maslin,fresh,0106220,New York Times,"Mr. Sonnenfeld repeats some of the first film's favorite visual stunts without wearing out their welcome, and he sustains much more exuberance than a sequel might be expected to have.",2003-05-20,12634,Addams Family Values
James Berardinelli,rotten,0106220,ReelViews,"A few sparkling performances and funny moments save this from being a complete waste of time, but it's not a promising way to start the Thanksgiving/Christmas movie season.",2000-01-01,12634,Addams Family Values
Desson Thomson,rotten,0106220,Washington Post,"A thinner, airier reunion.",2000-01-01,12634,Addams Family Values
Roger Ebert,fresh,0106220,Chicago Sun-Times,"Raul Julia and Anjelica Huston are given a lot of one-liners and payoff gags, of course, but what's funny is the stuff that comes in between -- the real affection with which they embrace each other, and the way they delight in their unspeakable lifestyle.",2000-01-01,12634,Addams Family Values
Stanley Kauffmann,rotten,0106226,The New Republic,"I don't know any of those [prior] versions, and I wonder how (which means I doubt that) they avoided the snare that Wharton unwittingly set for her adapters, the snare that, for all his gifts, caught Scorsese.",2013-06-19,10537,The Age of Innocence
Owen Gleiberman,fresh,0106226,Entertainment Weekly,,2011-09-07,10537,The Age of Innocence
Jonathan Rosenbaum,rotten,0106226,Chicago Reader,"Manages to be both personal and true to its source, though it never quite comes together.",2010-02-01,10537,The Age of Innocence
Todd McCarthy,fresh,0106226,Variety,An extraordinarily sumptuous piece of filmmaking.,2008-09-22,10537,The Age of Innocence
Peter Travers,fresh,0106226,Rolling Stone,"Spurning Masterpiece Theatre twittiness, Scorsese cuts to the primal passions of Wharton's tale.",2006-07-22,10537,The Age of Innocence
Vincent Canby,fresh,0106226,New York Times,"Mr. Scorsese has made a big, intelligent movie that functions as if it were a window on a world he had just discovered, and about which he can't wait to spread the news.",2006-07-22,10537,The Age of Innocence
Geoff Andrew,fresh,0106226,Time Out,Scorsese's most poignantly moving film.,2006-02-09,10537,The Age of Innocence
Desson Thomson,fresh,0106226,Washington Post,Scorsese shows he can flex an entirely different set of muscles and still make a great movie.,2000-01-01,10537,The Age of Innocence
Rita Kempley,fresh,0106226,Washington Post,Perhaps it shouldn't come as such a grand surprise that he is as deft at exploring the nuances of Edwardian manners as he is the laws of modern-day machismo.,2000-01-01,10537,The Age of Innocence
James Berardinelli,fresh,0106226,ReelViews,"A sumptuous motion picture, a feast for the senses.",2000-01-01,10537,The Age of Innocence
Roger Ebert,fresh,0106226,Chicago Sun-Times,"Scorsese, that artist of headlong temperament, here exhibits enormous patience.",2000-01-01,10537,The Age of Innocence
,fresh,0106226,Entertainment Weekly,,1993-10-01,10537,The Age of Innocence
Owen Gleiberman,rotten,0109068,Entertainment Weekly,,2011-09-07,11351,Airheads
Leonard Klady,rotten,0109068,Variety,The anarchic saga could have used more bite or the hint of a threat just to keep things interesting.,2008-06-01,11351,Airheads
Geoff Andrew,rotten,0109068,Time Out,"About airheads, and for them, too.",2006-02-09,11351,Airheads
Janet Maslin,rotten,0109068,New York Times,"There should have been enough material here for six sitcoms. Instead, there's not even enough for one movie.",2003-05-20,11351,Airheads
Peter Travers,fresh,0109068,Rolling Stone,"Fraser and Buscemi are deadpan delights. And Sandler, Opera Man on SNL, is a red-hot screen find.",2001-05-12,11351,Airheads
James Berardinelli,rotten,0109068,ReelViews,"Observing how fertile the field of heavy metal music is for satire, it's disappointing to watch Airheads bumble around, desperately trying to find something funny to say.",2000-01-01,11351,Airheads
Kevin McManus,fresh,0109068,Washington Post,"On the whole, Airheads is heavily entertaining.",2000-01-01,11351,Airheads
Mick LaSalle,fresh,0109068,San Francisco Chronicle,A spoof of heavy-metal culture that at the same time respects the vitality and pent-up passion behind it.,2000-01-01,11351,Airheads
Richard Harrington,rotten,0109068,Washington Post,"Even Beavis and Butt-head get to call in their critique. Naturally, they think the Lone Rangers suck.",2000-01-01,11351,Airheads
,rotten,0109068,Entertainment Weekly,,1994-08-05,11351,Airheads
Owen Gleiberman,rotten,0109067,Entertainment Weekly,,2011-09-07,12537,The Air Up There
Brian Lowry,rotten,0109067,Variety,"Working a bit too hard to send the crowd into a frenzy, the action in this basketball-oriented yarn isn't exactly fantastic, but it is mildly entertaining.",2008-03-24,12537,The Air Up There
,fresh,0109067,Time Out,"Give or take the odd spot of predictable arrogance, however, it's a good-humoured, good-hearted film.",2006-06-24,12537,The Air Up There
Janet Maslin,rotten,0109067,New York Times,"Children may find this funny, but the film isn't geared to very young audiences. It includes much more violence and profanity than its PG rating indicates.",2003-05-20,12537,The Air Up There
Desson Thomson,rotten,0109067,Washington Post,"Like the multitude of Disney visitors to Africa before (and after) him, he must learn to respect the noble savages he wishes to exploit. Saleh and his Winabis are not for sale -- at least, not immediately.",2000-01-01,12537,The Air Up There
David Mills,rotten,0109067,Washington Post,"Neither Max Apple's script nor Paul M. Glaser's direction succeeds in convincing you that these characters live, or that this story has anything to do with any thing.",2000-01-01,12537,The Air Up There
James Berardinelli,rotten,0109067,ReelViews,"A lightweight, brainless family movie chronicling the triumph of the underdog.",2000-01-01,12537,The Air Up There
,rotten,0109067,Entertainment Weekly,,1994-01-07,12537,The Air Up There
Owen Gleiberman,rotten,0106292,Entertainment Weekly,,2011-09-07,11855,Another Stakeout
Geoff Andrew,none,0106292,Time Out,,2006-02-09,11855,Another Stakeout
Vincent Canby,none,0106292,New York Times,,2003-05-20,11855,Another Stakeout
Roger Ebert,fresh,0106292,Chicago Sun-Times,,2000-01-01,11855,Another Stakeout
Hal Hinson,none,0106292,Washington Post,,2000-01-01,11855,Another Stakeout
Desson Thomson,none,0106292,Washington Post,,2000-01-01,11855,Another Stakeout
James Berardinelli,rotten,0106292,ReelViews,,2000-01-01,11855,Another Stakeout
,rotten,0106292,Entertainment Weekly,,1993-07-23,11855,Another Stakeout
Owen Gleiberman,rotten,0109198,Entertainment Weekly,,2011-09-07,13792,Bad Girls
Jonathan Rosenbaum,rotten,0109198,Chicago Reader,"It's the usual combo of high concept and low execution, and not even Jonathan Kaplan's background as an exploitation director can bail him out.",2010-02-08,13792,Bad Girls
Todd McCarthy,none,0109198,Variety,,2009-03-26,13792,Bad Girls
,none,0109198,Time Out,,2006-01-26,13792,Bad Girls
Stephen Holden,none,0109198,New York Times,,2003-05-20,13792,Bad Girls
,none,0109198,Globe and Mail,,2002-04-12,13792,Bad Girls
Peter Travers,none,0109198,Rolling Stone,,2001-05-12,13792,Bad Girls
Rita Kempley,none,0109198,Washington Post,,2000-01-01,13792,Bad Girls
Eve Zibart,none,0109198,Washington Post,,2000-01-01,13792,Bad Girls
Roger Ebert,rotten,0109198,Chicago Sun-Times,,2000-01-01,13792,Bad Girls
James Berardinelli,rotten,0109198,ReelViews,,2000-01-01,13792,Bad Girls
,rotten,0109198,Entertainment Weekly,,1994-04-22,13792,Bad Girls
Ben Kenigsberg,fresh,0497465,Time Out,,2011-11-17,770680718,Vicky Cristina Barcelona
Owen Gleiberman,fresh,0497465,Entertainment Weekly,,2011-09-07,770680718,Vicky Cristina Barcelona
Cole Haddon,fresh,0497465,Film.com,,2011-05-06,770680718,Vicky Cristina Barcelona
Dave Calhoun,fresh,0497465,Time Out,"The script is witty and playful, the casting just right.",2009-02-05,770680718,Vicky Cristina Barcelona
,fresh,0497465,Entertainment Weekly,,2008-12-29,770680718,Vicky Cristina Barcelona
Kirk Honeycutt,fresh,0497465,Hollywood Reporter,The film belongs to Bardem and Cruz.,2008-10-18,770680718,Vicky Cristina Barcelona
,fresh,0497465,St. Louis Post-Dispatch,,2008-10-18,770680718,Vicky Cristina Barcelona
Kenneth Turan,rotten,0497465,Los Angeles Times,"There is nothing wrong with Allen's determination to mix humor and drama, it's simply too bad he's not getting better at it.",2008-10-18,770680718,Vicky Cristina Barcelona
Rene Rodriguez,fresh,0497465,Miami Herald,"Every time you're ready to count Woody Allen out for good, he comes back and surprises you.",2008-10-18,770680718,Vicky Cristina Barcelona
Mick LaSalle,fresh,0497465,San Francisco Chronicle,"When great artists maintain their health and energy into their 70s, amazing things can happen -- and they're happening with Woody Allen.",2008-10-18,770680718,Vicky Cristina Barcelona
Wesley Morris,fresh,0497465,Boston Globe,Vicky Cristina Barcelona is fitfully good.,2008-10-18,770680718,Vicky Cristina Barcelona
Christopher Orr,rotten,0497465,The New Republic,Vicky Cristina Barcelona is the cinematic equivalent of a book on tape: a movie that watches itself for you and tells you what it sees.,2008-09-16,770680718,Vicky Cristina Barcelona
Jonathan F. Richards,fresh,0497465,Film.com,"The performances are all wonderful, but top honors go to the amazing Penelope Cruz.",2008-08-22,770680718,Vicky Cristina Barcelona
Manohla Dargis,fresh,0497465,New York Times,Vicky Cristina Barcelona is a rueful comedy about two young American women who savor many Continental delicacies.,2008-08-18,770680718,Vicky Cristina Barcelona
Joanne Kaufman,fresh,0497465,Wall Street Journal,A bittersweet meditation on art and passion and on love in its many guises.,2008-08-15,770680718,Vicky Cristina Barcelona
Claudia Puig,fresh,0497465,USA Today,"As exhilarating, captivating and enjoyable as a summer romance in an exotic city.",2008-08-15,770680718,Vicky Cristina Barcelona
Peter Howell,fresh,0497465,Toronto Star,"Vicky Cristina Barcelona is a comedy, a good one, and also one of Allen's best-ever meditations on the many entanglements of love.",2008-08-15,770680718,Vicky Cristina Barcelona
Richard Corliss,fresh,0497465,TIME Magazine,Vicky Cristina Barcelona is so engaging so much of the time that it feels like a modest rejuvenation: evidence that a summer in Spain can do wonders for a writer-director who may not have outlived his prime.,2008-08-15,770680718,Vicky Cristina Barcelona
Andrew O'Hehir,rotten,0497465,Salon.com,"It's literally difficult to believe that the person who made this picturesque, clueless, oddly misanthropic picture also made Annie Hall and Crimes and Misdemeanors.",2008-08-15,770680718,Vicky Cristina Barcelona
Roger Moore,fresh,0497465,Orlando Sentinel,"Likable, beautifully acted, scenic and sexy.",2008-08-15,770680718,Vicky Cristina Barcelona
Owen Gleiberman,rotten,0106400,Entertainment Weekly,,2011-09-07,9997,The Beverly Hillbillies
Jonathan Rosenbaum,rotten,0106400,Chicago Reader,"Four writers worked on the script, and they all should hang their heads in shame.",2008-05-13,9997,The Beverly Hillbillies
Todd McCarthy,fresh,0106400,Variety,"It's thin stuff, but the ingratiating naivete of the characters and the aw-shucks friendliness of the cast are disarming, and it becomes easy to just let this go down as a country tune with some moonshine on the side.",2008-05-13,9997,The Beverly Hillbillies
,rotten,0106400,Time Out,Director Spheeris should be ashamed of herself.,2006-06-24,9997,The Beverly Hillbillies
Janet Maslin,fresh,0106400,New York Times,"You'll hate yourself for enjoying this, but enjoy it you will.",2004-08-30,9997,The Beverly Hillbillies
Peter Travers,rotten,0106400,Rolling Stone,Tomlin finds the humor and the heart in these hillbillies. The rest is just crude oil.,2001-05-12,9997,The Beverly Hillbillies
Roger Ebert,rotten,0106400,Chicago Sun-Times,"Imagine the dumbest half-hour sitcom you've ever seen, spin it out to 93 minutes by making it even more thin and shallow, and you have this movie. It's appalling. It's not even really a good version of whatever it was that made the TV series appealing.",2000-01-01,9997,The Beverly Hillbillies
Desson Thomson,fresh,0106400,Washington Post,"Like the old show, the movie glides by quickly and pleasantly. If it's nothing fancy, it's mighty sweet.",2000-01-01,9997,The Beverly Hillbillies
James Berardinelli,rotten,0106400,ReelViews,"Perhaps the clearest evidence of the dearth of original ideas in Hollywood is the constant need to regurgitate old, worn-out television series.",2000-01-01,9997,The Beverly Hillbillies
,rotten,0106400,Entertainment Weekly,,1993-10-15,9997,The Beverly Hillbillies
Peter Rainer,rotten,0109254,Los Angeles Times,It's one of the most cynically engineered sequels ever.,2014-05-02,14113,Beverly Hills Cop III
Jeff Shannon,rotten,0109254,Seattle Times,"Landis relies on routine action -- and cameos by such noted filmmakers as George Lucas, John Singleton, Martha Coolidge and others -- to hide the fact that there's no engine under his movie's hood.",2014-05-02,14113,Beverly Hills Cop III
Steven Rea,rotten,0109254,Philadelphia Inquirer,"The mix of violence and laughs never gels, the rejoinders are snapless, the pace slack.",2014-05-02,14113,Beverly Hills Cop III
Jay Boyar,fresh,0109254,Orlando Sentinel,The movie... isn't nearly as fresh as the first Cop flick was. But I must admit that it's a whole lot more enjoyable than the contemptible crashathon known as Beverly Hills Cop II.,2014-05-02,14113,Beverly Hills Cop III
Richard Schickel,rotten,0109254,TIME Magazine,"Eddie Murphy needs to shoot off his mouth. It's his best weapon, and the one that's unique to his arsenal. When a movie mostly requires him to shoot off a gun he becomes just another action star, and another talent wasted in lazily miscalculated material.",2014-05-02,14113,Beverly Hills Cop III
Michael Sragow,rotten,0109254,New Yorker,"Steven E. de Souza's script has Foley following a trail of murder and deception into an L. A. amusement park called WonderWorld. The director, John Landis, fails to exploit the possibilities.",2014-05-02,14113,Beverly Hills Cop III
Michael Wilmington,rotten,0109254,Chicago Tribune,"The fun of the idea in Cop 3 is the notion of a huge, corny, funny-animal park, with cops and killers running around in the tunnels. But the movie gets drowned in casual brutalism, lazy shtick and telegraphed jokes.",2014-05-02,14113,Beverly Hills Cop III
Owen Gleiberman,rotten,0109254,Entertainment Weekly,"The Eddie Murphy who skulks, swaggers, and -- mostly -- fires guns through Beverly Hills Cop III is like a replicant version of his former self.",2011-09-07,14113,Beverly Hills Cop III
Richard Natale,fresh,0109254,Variety,The third installment of the Beverly Hills Cop series boasts a return to form by Eddie Murphy and a breezy and witty first half.,2009-03-26,14113,Beverly Hills Cop III
,rotten,0109254,Time Out,There are germs of interest -- America's theme-park culture and obsession with weapons -- but on the whole Landis aims for the obvious.,2006-06-24,14113,Beverly Hills Cop III
Caryn James,rotten,0109254,New York Times,"As surely as if it were a McDonald's or a Burger King, Beverly Hills Cop III is part of a money-making franchise, though this one has been abandoned for so long it has cobwebs on top of cobwebs.",2003-05-20,14113,Beverly Hills Cop III
,rotten,0109254,Globe and Mail,"Like most flicks conceived as marketing vehicles, it's hollow at the core.",2002-04-12,14113,Beverly Hills Cop III
Peter Travers,rotten,0109254,Rolling Stone,Whatever juice is left in the Cop franchise or in the once unstoppable career of Eddie Murphy peters out ignominiously in this poor excuse for a sequel.,2001-05-12,14113,Beverly Hills Cop III
Desson Thomson,rotten,0109254,Washington Post,[A] goofy vanity project.,2000-01-01,14113,Beverly Hills Cop III
Joe Brown,rotten,0109254,Washington Post,The most lackluster entry in the franchise.,2000-01-01,14113,Beverly Hills Cop III
James Berardinelli,rotten,0109254,ReelViews,"One wonders where the Eddie Murphy of 48 Hours and Trading Places has gone. The irreverence is still there, but there's no verve or freshness.",2000-01-01,14113,Beverly Hills Cop III
,none,0109303,Time Out,,2006-02-09,14857,Blown Away
Caryn James,none,0109303,New York Times,,2003-05-20,14857,Blown Away
,none,0109303,Globe and Mail,,2002-04-12,14857,Blown Away
Peter Travers,none,0109303,Rolling Stone,,2001-05-12,14857,Blown Away
Roger Ebert,rotten,0109303,Chicago Sun-Times,,2000-01-01,14857,Blown Away
James Berardinelli,rotten,0109303,ReelViews,,2000-01-01,14857,Blown Away
Desson Thomson,none,0109303,Washington Post,,2000-01-01,14857,Blown Away
Hal Hinson,none,0109303,Washington Post,,2000-01-01,14857,Blown Away
,rotten,0109303,Entertainment Weekly,,1994-07-01,14857,Blown Away
Owen Gleiberman,rotten,0109305,Entertainment Weekly,,2011-09-07,11556,Blue Chips
Todd McCarthy,rotten,0109305,Variety,A deafness-inducing but otherwise ho-hum would-be expose of shady recruiting practices by college basketball programs.,2008-03-25,11556,Blue Chips
Jonathan Rosenbaum,rotten,0109305,Chicago Reader,Not even an unsentimental basketball fan like director William Friedkin can wash away all the corn syrup.,2008-03-25,11556,Blue Chips
,fresh,0109305,Time Out,This hard-hitting college basketball drama marks a notable return to form for William Friedkin.,2006-06-24,11556,Blue Chips
Janet Maslin,fresh,0109305,New York Times,"If Mr. Friedkin didn't have to work so strenuously framing two-shots of Mr. Nolte with this seven-foot athlete, it might be hard to remember that Mr. O'Neal has a day job.",2003-05-20,11556,Blue Chips
Hal Hinson,rotten,0109305,Washington Post,The filmmakers don't get the ball into the Shaq-man's hands enough -- both literally and figuratively -- to make this personable giant's screen debut memorable.,2000-01-01,11556,Blue Chips
Desson Thomson,rotten,0109305,Washington Post,"If it wasn't for some exciting roundball action, Shaquille O'Neal's hulking-dunking presence and a wonderfully guttural performance from coach Nick Nolte, you'd slither off the bench asleep.",2000-01-01,11556,Blue Chips
James Berardinelli,fresh,0109305,ReelViews,A rare example of an entry into this genre that attempts to be honest and unique.,2000-01-01,11556,Blue Chips
Roger Ebert,fresh,0109305,Chicago Sun-Times,"What Friedkin brings to the story is a tone that feels completely accurate; the movie is a morality play, told in the realistic, sometimes cynical terms of modern high-pressure college sports.",2000-01-01,11556,Blue Chips
,rotten,0109305,Entertainment Weekly,,1994-02-18,11556,Blue Chips
Owen Gleiberman,fresh,0109306,Entertainment Weekly,,2011-09-07,11706,Blue Sky
Todd McCarthy,none,0109306,Variety,,2009-03-26,11706,Blue Sky
,none,0109306,Time Out,,2006-06-24,11706,Blue Sky
Caryn James,none,0109306,New York Times,,2003-05-20,11706,Blue Sky
Rita Kempley,none,0109306,Washington Post,,2000-01-01,11706,Blue Sky
James Berardinelli,rotten,0109306,ReelViews,,2000-01-01,11706,Blue Sky
Roger Ebert,fresh,0109306,Chicago Sun-Times,,2000-01-01,11706,Blue Sky
Kevin McManus,none,0109306,Washington Post,,2000-01-01,11706,Blue Sky
,fresh,0109306,Entertainment Weekly,,1994-09-16,11706,Blue Sky
Joe Morgenstern,fresh,0049366,Wall Street Journal,Few modern-day movies are more genuinely frightening.,2010-10-23,18032,Invasion of the Body Snatchers
Variety Staff,fresh,0049366,Variety,"This tense, offbeat piece of science-fiction is occasionally difficult to follow due to the strangeness of its scientific premise. Action nevertheless is increasingly exciting.",2008-11-26,18032,Invasion of the Body Snatchers
Don Druker,fresh,0049366,Chicago Reader,"Don Siegel's superb little effort, with its matter-of-fact isolation of hero Kevin McCarthy (ironic, no?) from the smarmy complacency of a small town gone to hell -- and way beyond -- points the way to his gripping action films of the 60s and 70s.",2007-05-30,18032,Invasion of the Body Snatchers
Geoff Andrew,fresh,0049366,Time Out,"It's still a chilling picture, gaining over Phil Kaufman's smart remake by virtue of its intimate small town setting, and it has one of the greatest endings ever filmed.",2006-06-24,18032,Invasion of the Body Snatchers
Owen Gleiberman,rotten,0106471,Entertainment Weekly,,2011-09-07,14132,Boxing Helena
Variety Staff,rotten,0106471,Variety,"It's probably just as well that last-minute dropouts Kim Basinger or Madonna didn't take the title role, as the presence of a star lurking powerlessly on the little platform no doubt would have been distracting and more laughable than it [is] now.",2008-02-08,14132,Boxing Helena
,rotten,0106471,Time Out,Grotesquely misconceived.,2006-06-24,14132,Boxing Helena
Janet Maslin,fresh,0106471,New York Times,"s. Lynch has both talent and a point. Her film is by no means the gory, exploitative quasi-pornography that it sounds like from afar.",2003-05-20,14132,Boxing Helena
Peter Travers,rotten,0106471,Rolling Stone,"What Lynch, who wrote the script at 19, sees as high drama is really high camp.",2001-05-12,14132,Boxing Helena
Rita Kempley,rotten,0106471,Washington Post,What Ms. Lynch has given us is a prettied-up snuff movie.,2000-01-01,14132,Boxing Helena
John Hartl,rotten,0106471,Film.com,"Fenn's slow-motion fountain-bathing scene looks like an over-the-top TV commercial, the cop-out finale is a film-school cliche, and the male characters are so one-dimensional and pathetic that the movie could inspire a Men's Action Coalition.",2000-01-01,14132,Boxing Helena
Joe Brown,rotten,0106471,Washington Post,Helena might have been salvageable as a so-bad-it's-good camp goof -- if only it weren't so boring.,2000-01-01,14132,Boxing Helena
James Berardinelli,rotten,0106471,ReelViews,It's just not a particularly good motion picture.,2000-01-01,14132,Boxing Helena
Owen Gleiberman,fresh,0106489,Entertainment Weekly,,2011-09-07,12976,A Bronx Tale
Todd McCarthy,none,0106489,Variety,,2008-11-26,12976,A Bronx Tale
David Ansen,none,0106489,Newsweek,,2008-03-31,12976,A Bronx Tale
,none,0106489,Time Out,,2006-06-24,12976,A Bronx Tale
Janet Maslin,none,0106489,New York Times,,2003-05-20,12976,A Bronx Tale
Peter Travers,none,0106489,Rolling Stone,,2001-05-12,12976,A Bronx Tale
James Berardinelli,fresh,0106489,ReelViews,,2000-01-01,12976,A Bronx Tale
Roger Ebert,fresh,0106489,Chicago Sun-Times,,2000-01-01,12976,A Bronx Tale
Desson Thomson,none,0106489,Washington Post,,2000-01-01,12976,A Bronx Tale
,fresh,0106489,Entertainment Weekly,,1993-01-01,12976,A Bronx Tale
Owen Gleiberman,rotten,0109361,Entertainment Weekly,,2011-09-07,11578,Cabin Boy
Brian Lowry,none,0109361,Variety,,2009-03-27,11578,Cabin Boy
Caryn James,none,0109361,New York Times,,2003-05-20,11578,Cabin Boy
David Mills,none,0109361,Washington Post,,2000-01-01,11578,Cabin Boy
James Berardinelli,rotten,0109361,ReelViews,,2000-01-01,11578,Cabin Boy
,rotten,0109361,Entertainment Weekly,,1994-01-07,11578,Cabin Boy
,none,0337909,Time Out,,2006-06-24,10412,Calendar Girls
Michael O'Sullivan,none,0337909,Washington Post,,2005-09-26,10412,Calendar Girls
Hap Erstein,fresh,0337909,Atlanta Journal-Constitution,"An innocent comic exercise, fueled more on charm than titillation.",2004-01-08,10412,Calendar Girls
Andrew Sarris,fresh,0337909,New York Observer,"Amiable enough as a frothy entertainment, with darker overtones rendered with emotional effectiveness.",2004-01-08,10412,Calendar Girls
,none,0337909,St. Louis Post-Dispatch,,2004-01-03,10412,Calendar Girls
Roger Moore,fresh,0337909,Orlando Sentinel,Sentimental and eccentric.,2004-01-02,10412,Calendar Girls
Jeff Strickler,fresh,0337909,Minneapolis Star Tribune,Calendar Girls will make your day.,2004-01-02,10412,Calendar Girls
